Card_id,Header,Review,Location,shop
59a935eff05e68079cfbc800,The website is great but I asked for …,"The website is great but I asked for next day delivery as I needed the shoes urgently. However, because the delivery needed a signature and I was not home, I could not get the shoes.  There should be an option to leave in a safe place, which is what other delivery companies do.",Britain (UK),Zalando
59f425c1dc938904f8e2799b,Review,Kept me update Deliver the good as per the info I was given Very good service More than happy to use again Thank you,Britain (UK),Zalando
608ef62ef9f48708f0e9dad5,Returning to sender for no reason.... hassle.,"I ordered a $260 worth of clothing, from Canada on April 16th, it was suppose to arrive by April 28 - 3. It had been in transit on a flight from China since April 20th and I now just got an email saying it is being sent back to sender. No reason why? So frustrating. Will not be trying them out again. Seems like a scam. We will see if I get my full refund.",Canada,Sheinside
601e8fac679d9708d82788a1,Great service,Being using Zalando for a while and I have had no issues with delivery or returns. I will continue using their service,Britain (UK),Zalando
59332fd7a02b4205a0c07b99,I have recommended Zalando to many of …,"I have recommended Zalando to many of my friends. As well as brand names familiar to us in the YOU.K. there are brands that I have not seen before. The order process is simple and the goods are delivered really quickly. On the rare occasion I have needed to return an item, this process has also been easy and refunds or exchange has been processed very quickly. I can highly recommend this company to do business with",Britain (UK),Zalando
53908bf500006400028ed488,"Amazing company, amazing products 10/10","I had my reservations about buying from here as I read a LOT of terrible reviews saying how the products were terrible quality, the shipping caused loads of trouble and how the whole site is a scam. Well from my personal experience this is completely untrue. I bought a white cotton summer dress and a PU leather bag which are amazing quality. I did not read the description of the dress in depth enough so it was a welcome surprise to find that the dress was even lined. It was a one size dress which made me nervous, but as the back was elasticated it fit absolutely perfectly. It is amazingly well made, wonderful quality and looks lovely on. I am more than happy with the dress and the bag is also amazing, well stitched and sturdy. Another thing I was nervous about was the shopping as some reviews said it took up to a month to reach them, but as it comes from china, I expected this and was happy to wait this long, however I recieved it within a week which I was not expecting. Payment went through smoothly (via PayPal) and I had no problems with that. The order tracking kept me updated every time the package made any sort of movement so I knew where it was at all times. The bargain prices on this website are literally that, a bargain, I managed to get these amazing quality clothes for only £22, and being a student I like to get my clothes as cheap as possible. Overall I would absolutely recommend this website to everyone and I think it is amazing. I would just recommend checking the sizing of the clothes as it is coming from china, so the sizes are slightly smaller (I am normally a small but I fit a medium from this site) but if you read the detailed size guide you will be able to work out what you need. I urge people not to worry about bad reviews, my experience with this website was fantastic and I will absolutely be buying from here again.",Britain (UK),Sheinside
609346b2f9f4870a6ca71091,Delivery date keeps changing Everytime…,Delivery date keeps changing Everytime the date comes and goes. At this point I just want a total refund and to be able to stop dealing with this company. I will never order from wish again.,United States,Wish
59f31fc031302a0ef48fdfc1,Love this product will recommend,-1,Britain (UK),Zalando
5faa68ff5e693f0a8422e7a3,Impossible to contact!!,"I placed an order and waited over 2 weeks for delivery, kept checking the tracking no and Hermes website said still waiting to receive the parcel from Zalando. Then I get an email saying my order has been returned and refunded. I never even received it! I want to contact Zalando to rectify this, but it is impossible, no email address or online form! Useless, will not order again.",Britain (UK),Zalando
5a312edba5b329045c31a283,Outstanding service,"Well recommended. Excellent customer service, great products!",Britain (UK),Zalando
5f1a2fbd1a5a69075065e8c0,Zero customer service support,So I ordered $75 worth of clothing from Shein almost 2 months ago and they gave me an offer that I could cancel the order and receive a refund. The package just arrived and I would still like to return it. But there is no button to return it like the instructions state. How do I figure out what to do? I do not want them taking the money back again and there is zero help or customer service options on their website. Will not be shopping on this site again!!,United States,Sheinside
5c94abfe97afa10aa0fc4f6c,Love Zalando,Made some purchases there recently and I love it,Britain (UK),Zalando
